,channel_id,video_id,comment_id,date,author,comment_text,sentiment
35,,rHux0gMZ3Eg,Ugz51tcPtYxDKz8UjP94AaABAg,2023-05-20T01:24:38Z,Ahmed Ifhaam,Anyone knows what icon pack he is using? seems quite nice and helpful,positive
36,,rHux0gMZ3Eg,UgyHMlUXQUBETksNWgl4AaABAg,2023-05-18T16:31:09Z,Momo Velia,"thank you mosh, I got my first job by your ultimate Django course :)",positive
37,,rHux0gMZ3Eg,UgwzUpVaID82UrXmAUF4AaABAg,2023-05-15T17:17:58Z,Faies Detect,Which is the VS code theme that you are using in this video?,neutral
38,,rHux0gMZ3Eg,UgyFsEW0OE4BbG3LL454AaABAg,2023-05-15T08:04:01Z,abdalla noufal,quick question in my terminal i cannot download anyhting so can i just download the package in pycharm or what can i do so i can download from terminal,positive
39,,rHux0gMZ3Eg,Ugz7vNFuPJKpWLNufph4AaABAg,2023-05-13T06:18:46Z,Balaji Ramadoss,"If you get ""pipenv: command not found"" error

Then run ""sudo -H pip3 install -U pipenv""",neutral
40,,rHux0gMZ3Eg,UgzRwuXO9PtOWvA_YNN4AaABAg,2023-05-11T17:14:21Z,Nicolas Edwards,i would love to subscribe to u because of how u seem to know what you are doing but that mac style just has me looking so much stuff up that its better if i just use forums. u sometimes forget to say what to do in the windows version as well and its not fulling me with enough confidence to take ur course sorry. just wish it had a separate 1 for strictly windows.,positive
41,,rHux0gMZ3Eg,Ugy2cqtfYQtn49Cjmw94AaABAg.9p_KYPYF8Dm9pbcn4sggA3,2023-05-12T12:09:13Z,Elahe Shabani,a folder is created on my desktop (Mac) but there is nothing inside it. Can someone help me with this?,neutral
42,,rHux0gMZ3Eg,UgzkI-aFtTP8VMzIptN4AaABAg,2023-05-10T23:56:50Z,Future,What’s Django I swear I thought movie 😢,neutral
43,,rHux0gMZ3Eg,UgxNDdL3NtsLiHPrZdN4AaABAg,2023-05-10T02:24:06Z,David Datica,It's incomplete. In the end it tries to sell you a paid course. Don't waste your time like I did.,negative
44,,rHux0gMZ3Eg,UgwfYuLHkgP8i8oTxM14AaABAg,2023-05-08T19:05:42Z,Sky grace,Mosh you're one of the teacher. Merci beaucoup.,neutral
45,,rHux0gMZ3Eg,UgwGhxLcnsq01doekjZ4AaABAg,2023-05-08T19:05:22Z,Sky grace,Mosh you're one of the teacher. Merci beaucoup.,neutral
46,,rHux0gMZ3Eg,Ugzd3kRv_OTNpkTsz8V4AaABAg,2023-05-08T11:09:22Z,Anthony Ryan,"No a full course
Its a sales video",negative
47,,rHux0gMZ3Eg,UgyWwh-RaXchACnIwwR4AaABAg,2023-05-06T18:28:37Z,Farad Ostovarnejad,"@mosh stand for mojtaba ?? no way we have a hamedani last name any where else , you must be iranian !!",neutral
48,,rHux0gMZ3Eg,UgxLwn8yyQWReHmvm-h4AaABAg,2023-05-06T11:03:05Z,ibrahim jaballa,how to do pip install in windows environment,neutral
49,,rHux0gMZ3Eg,UgyJ82QRjvWeUiG_7y94AaABAg,2023-05-04T12:08:32Z,Sangmo landry,You're a great teacher,positive
50,,rHux0gMZ3Eg,UgzdhGX8zAgAd147PGR4AaABAg,2023-05-04T07:29:23Z,Sueda,"why isnt there for windows users also, because not all commands are the same",neutral
51,,rHux0gMZ3Eg,UgyJE2xOlBvQ5u72PYh4AaABAg,2023-05-03T10:02:32Z,Ashraful Momen Shuvo,You are my favourite teacher !!! ❤,neutral
52,,rHux0gMZ3Eg,UgwNhcZsH_7zC4Exgrd4AaABAg,2023-05-02T06:47:10Z,erfan M,شت حاجی تو ایرانی هستی,neutral
53,,rHux0gMZ3Eg,UgxfYr2x_CW3LP_IDol4AaABAg,2023-04-30T09:50:28Z,Makan Kananian,"fFor beginners out there, do not watch this course as your first course, go try different courses, and when you had enough confidence come back and watch this course, do not get me wrong, mosh is great! but in this course, he is starting to build a really big project and he did divide the project into smaller chunks, but the problem is for a big project those smaller chunks are pretty confusing by themselves. as example the admin site configuration in part 1 of Django series, he is going into too many details that will make your brains hurt. it is a good and excellent course but not for beginners!",positive
54,,rHux0gMZ3Eg,Ugzj2KJWJJGuEEz7U2h4AaABAg,2023-04-28T22:20:35Z,TRaGiC1068,everything broke at mapping urls... now I tried to backtrack and it wont even create new apps...,positive
55,,rHux0gMZ3Eg,UgwKX23EPY3Nz63o2854AaABAg,2023-04-28T15:11:09Z,Kosty Arnouk,I keep getting this zsh: command not found: pipenv,neutral
56,,rHux0gMZ3Eg,UgyZHVzosPo98Vv0YA54AaABAg,2023-04-28T12:05:12Z,Alpe Alfanta,"Hello Mosh,  Any other payment option?  I have no card though. Do you have customer chat support?",negative
57,,rHux0gMZ3Eg,UgxPGsITt5VNqmPWLtZ4AaABAg,2023-04-27T21:11:28Z,SCFD Tutorials,Using useless examples doesn't teach anything. Use real world examples specially with debug. I got nothing out of your debugging section.,positive
58,,rHux0gMZ3Eg,UgwUSU3QnbXMvPa9js54AaABAg,2023-04-26T10:54:02Z,Sniper Kyle,Great Tutorial especially because of the animations.,positive
59,,rHux0gMZ3Eg,Ugzuw2Ktb59KJKC9Ped4AaABAg,2023-04-17T05:14:25Z,Jeby,What's the theme and font of your vscode?,neutral
60,,rHux0gMZ3Eg,UgwOeij0M9jcpmODdYh4AaABAg,2023-04-15T16:23:03Z,Connor King,Mosh what Terminal add on are you using? The one that colours and formats the commands? Thank you!,neutral
61,,rHux0gMZ3Eg,Ugxw7mdzmM40sdgjDHd4AaABAg,2023-04-14T15:21:26Z,Moaz Jabban,i have a problem the  terminal keep telling me that there is no module named 'debug_toolbar,neutral
62,,rHux0gMZ3Eg,UgwYEWW6SS3cXT95mTN4AaABAg,2023-04-14T13:33:00Z,Gaming with Huzaifa,mosh you are amazing,positive
63,,rHux0gMZ3Eg,UgyZeAfAyXBEs9-p46d4AaABAg,2023-04-12T18:19:58Z,Amir A,"Dear Mosh, please provide updates regarding Bashing Course (Unix/Win). I need your bashing course.",neutral
64,,rHux0gMZ3Eg,Ugyl3Bv5jd2zU3IHIOV4AaABAg,2023-04-11T16:32:28Z,Kabukaluca,"VSCode does not find anything with ""python"" when going to: view / command palette / ... can anyone help me ?",neutral
65,,rHux0gMZ3Eg,UgxPUqblUeEHILm7sBp4AaABAg,2023-04-11T03:26:21Z,sa le,Thank you master ❤,neutral
66,,rHux0gMZ3Eg,Ugz1gwnivT8-v7h2Rm54AaABAg,2023-04-10T13:53:09Z,Abe Temitope,"Pls i have a question about python and Django, I built a countdown timer with python codes(it works on the terminal), pls is it possible to add it to my Django project as an app?
I don't want to use JavaScript to recreate the timer",neutral
67,,rHux0gMZ3Eg,Ugyem-rLmHeJwcQQVUt4AaABAg,2023-04-08T20:11:09Z,HighBrow IT /CS,Please next part of django course,neutral
68,,rHux0gMZ3Eg,Ugyq04CyTEb61kszSTJ4AaABAg,2023-04-07T20:48:03Z,Rabb,Would it be possible to learn Django without any python knowledge?,neutral
69,,rHux0gMZ3Eg,UgyIKAjK5d3JRCyCjR54AaABAg,2023-04-05T16:30:19Z,Black Tiger,"Windows Only:
If problem appears directly after opening the Terminal, because it cannot acces the Interpreter:
Run this command in Powershell (Start as administartor): Set-ExecutionPolicy -ExecutionPolicy RemoteSigned and type Y
Fixed it for me, hope i could help",positive
70,,rHux0gMZ3Eg,Ugxm9kT58ZCt1DEfTwp4AaABAg,2023-04-04T20:23:53Z,Vlad Palamarchuk,Too much advertising !,positive
71,,rHux0gMZ3Eg,UgxFJGHNI9Ek2eETl1p4AaABAg,2023-04-04T14:34:42Z,Lavanya setty,i am facing issue when i use runserver it says path not found,neutral
72,,rHux0gMZ3Eg,UgxF6S0yYPK9J8tTCSN4AaABAg,2023-04-03T11:36:58Z,Paid course for free,get the ultimate django course in my youtube channel,neutral
73,,rHux0gMZ3Eg,UgwaXyPxJWeI9KFP2dV4AaABAg,2023-04-01T16:29:17Z,Antonis Tsiapalis,"I've stuck at the debugging lesson. while i've entered the '9000', after debugging the starting development server remains at 8000. any help?",neutral
74,,rHux0gMZ3Eg,Ugw50PnHB4KToauQ59x4AaABAg,2023-03-31T23:28:18Z,mad's head,i just found you are an ah,neutral
75,,rHux0gMZ3Eg,UgxOZbRHtGph7unn04t4AaABAg,2023-03-28T23:44:01Z,Arashdeep Singh,"Hi Im using a mac and the step to add the path for the python interpreter does not create a .Vscode file in my storefornt directory, please let me know if you can help me to resolve this.",neutral
76,,rHux0gMZ3Eg,UgwQfXQpWPAgmevYL_N4AaABAg,2023-03-28T12:26:12Z,BerthaProt,"Great, does the course is updated to the latest django v4 ?",positive
77,,rHux0gMZ3Eg,Ugz7kd2Ue_XFOQO0SR14AaABAg,2023-03-27T05:14:37Z,Olanrewaju Dimeji,Someone the part one series is the same with one he uploaded here on YouTube how true is that ?,positive
78,,rHux0gMZ3Eg,UgwbpWOh9mCM3uCmGQV4AaABAg,2023-03-25T12:00:41Z,amir bgh,where are you from?,neutral
79,,rHux0gMZ3Eg,UgyC1RNjKNPvhcf_zIl4AaABAg,2023-03-25T09:29:05Z,Adams Oppong,Great teacher!,positive
80,,rHux0gMZ3Eg,UgxWSkMn6A7t8H9AjE54AaABAg,2023-03-25T08:36:51Z,Manav Shah,i am getting the error to set the path on VS code for virtual environment for windows could some one please help me with this,neutral
81,,rHux0gMZ3Eg,UgyGazqpsa-XM0xJuQh4AaABAg,2023-03-24T14:28:47Z,Ramzy Karam,I basically learned everything i need from this video,neutral
82,,rHux0gMZ3Eg,UgxMS2LDBxY7jgXdVZl4AaABAg,2023-03-23T22:11:10Z,Plenty Of Pooches,"BEWARE - Mosh is a scam - I bought his Mastering React course. The course told me to download a specific version of Node JS and React which is no longer supported. I therefore could not follow his videos at all. I sent a support note asking him to either update the course so that the technology is not out of date or refund my money. He didn't even have the decency to even respond to my request. Basically, he stole almost $200 of my money. I instead enrolled in a similar course on Udemy which was up-to-date and a great course. After this experience, I read a bunch of other reviews of this course and they all said the same thing. Please do not waste your money on any of Mosh's courses.",positive
83,,rHux0gMZ3Eg,Ugz9snl7ur2kVShqqi14AaABAg,2023-03-23T04:45:45Z,Jeff Vinter,The first tutorial I have watched from you Mosh and I am very much impressed. Awesome! Thank you very much!,positive
84,,rHux0gMZ3Eg,UgzXJ67Dzux09yI7uVp4AaABAg,2023-03-18T19:32:37Z,Aaryan Tiwari,18:57 venv by default,neutral
85,,rHux0gMZ3Eg,UgylB5kx5D0jucqkHid4AaABAg.9nOn26TcFjR9nOoXT-9-G2,2023-03-18T10:19:39Z,Momo Velia,at 20:18 I don't have that vscode file,neutral
86,,rHux0gMZ3Eg,UgxLrURPGeYMddTZZQd4AaABAg,2023-03-17T15:20:36Z,h3ck phy,what vscode theme is he using?,neutral
87,,rHux0gMZ3Eg,UgysIBLOxvo8ujnUyvZ4AaABAg,2023-03-16T14:04:41Z,petsol,"As per your recommendation, I tried to watch Django in one hour but the movie is unenjoyable in nearly 3x the normal speed... Wait, WTF is Python?",negative
88,,rHux0gMZ3Eg,Ugzz7fBgtSrsJWhwQN14AaABAg,2023-03-16T11:34:35Z,Ifeanyi Chielo,this link is not accessible for me,negative
89,,rHux0gMZ3Eg,UgxlORasBPSRzJ0mvU94AaABAg,2023-03-15T16:44:19Z,rande,"i cant get django-admin module whether inside or out of a venv. im also on windows so its really difficult to follow along, everything i type in cmd prompt returns ""blank is not recognized as internal/external command"" or ""no module named: blank"". please help i cant find the answer anywhere and really stuck. thank you",negative
90,,rHux0gMZ3Eg,UgxH9wRtdx46WWEFiU14AaABAg,2023-03-13T22:51:23Z,Cyrus Morrow,i cant even get pipenv install django to work,neutral
91,,rHux0gMZ3Eg,Ugwnw7Eu9zY20iMkLdJ4AaABAg.9n81TzCvB9q9nX1ZD6zVN4,2023-03-21T14:56:08Z,Younger Lei,"Hi, have you activated your virtual environment? If not, the ImportError may occur.",neutral
92,,rHux0gMZ3Eg,UgwyFx7y89Zx_7eMJAp4AaABAg,2023-03-11T05:48:38Z,Cursed Code,5:41 this guy's killing me,neutral
93,,rHux0gMZ3Eg,UgxAVkGqy5ipp4IQyml4AaABAg.9n0YAgEM1p-9qcKq3aa3X4,2023-06-06T15:14:14Z,RollOut,same for me .. can someone please help us,neutral
94,,rHux0gMZ3Eg,UgxAVkGqy5ipp4IQyml4AaABAg.9n0YAgEM1p-9nvrt5UMRlH,2023-03-31T15:43:08Z,Local Mexican,@Michele Nardin No I have been waiting this entire time still for an answer.,neutral
95,,rHux0gMZ3Eg,UgxAVkGqy5ipp4IQyml4AaABAg.9n0YAgEM1p-9nvotJ2x7TJ,2023-03-31T15:16:56Z,Michele Nardin,"Hello, I am getting the same error. I also tried restarting the project but it doesn't seem to work. Have yiu found out how to fix it?",neutral
96,,rHux0gMZ3Eg,UgwEwSMaerrI4nv-5qN4AaABAg,2023-03-07T18:40:34Z,ASMR VVR,it is getting error when we change the templates folder name to any other name why,negative
97,,rHux0gMZ3Eg,UgxlCgLVrtpyZkPCBkt4AaABAg,2023-03-03T18:19:52Z,HK.COLLECTION'S,"hiii, sir. what is wrong i don't know i face some error it say  ImportError: No module named django.urls please help me",negative
98,,rHux0gMZ3Eg,Ugxg1oVbjm26Xj15ueh4AaABAg,2023-03-03T08:11:06Z,Hamza Sajjad,Is this video enough for A Django beginner?,neutral
99,,rHux0gMZ3Eg,UgwCEiYpSbu4oSqI-Hh4AaABAg.9mkvMR5gjXy9mlM2aPjT0E,2023-03-02T17:12:24Z,Teleqram me @moshsupport,Teleqram me👆⬆️..,neutral
100,,rHux0gMZ3Eg,UgxO_i5d17UwFqFD_2t4AaABAg.9mhCZ9_SDWp9mlM4iqJlr_,2023-03-02T17:12:42Z,Teleqram me @moshsupport,Teleqram me👆⬆️..,neutral
101,,rHux0gMZ3Eg,UgxDwnhXEi-wLoKqhXJ4AaABAg.9mcFp_J8KrZ9mlM6pjt5rf,2023-03-02T17:12:59Z,Teleqram me @moshsupport,Teleqram me👆⬆️..,neutral
102,,rHux0gMZ3Eg,Ugxd7hY8ytX1G0f0iqh4AaABAg.9ma6VhKqz1V9mlM96Tb-F4,2023-03-02T17:13:17Z,Teleqram me @moshsupport,Teleqram me👆⬆️..,neutral
103,,rHux0gMZ3Eg,Ugxj0QQf_YV6JRnPkDt4AaABAg,2023-02-25T19:29:13Z,Predictions Girl,"Hi I am starting an ecommerce project in django , if anyone interested than msg me 

No paying 

Only prectice new project for learning",positive
104,,rHux0gMZ3Eg,Ugxdk7WrYWSZ8_IG6St4AaABAg.9mV7YekQqO19mlMKKLeb4F,2023-03-02T17:14:49Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
105,,rHux0gMZ3Eg,UgxkBnU6ampwPX54_954AaABAg.9mKJ9ebQF9V9mlMO7zsRtn,2023-03-02T17:15:20Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
106,,rHux0gMZ3Eg,UgwIuZuwJOL4Rxu5bGZ4AaABAg.9mIzPvlE0iI9mlMPI-VhzG,2023-03-02T17:15:30Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
107,,rHux0gMZ3Eg,UgwEMZilDQjVo_uyvVN4AaABAg.9mF-qg8Og1B9mlMQb9j076,2023-03-02T17:15:41Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
108,,rHux0gMZ3Eg,UgxLnWLWEiEAHAB0FNh4AaABAg.9mCOAjjA6pb9mlMa5g4Nng,2023-03-02T17:17:07Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
109,,rHux0gMZ3Eg,UgxLnWLWEiEAHAB0FNh4AaABAg.9mCOAjjA6pb9mlMX4lDMEH,2023-03-02T17:16:34Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
110,,rHux0gMZ3Eg,Ugzgp8mHNB218HYo1XZ4AaABAg,2023-02-16T06:21:47Z,Reshma Sultana,I have a doubt. I am doing this project in Pycharm. Does pycharm create a virtual environment automatically? Or do we need to activate the environment like how you created?,neutral
111,,rHux0gMZ3Eg,Ugy5WGpWLktwVQFedtN4AaABAg.9mAMEzeriZX9mlMdPUNAs7,2023-03-02T17:17:34Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
112,,rHux0gMZ3Eg,UgweRq75KFQOiPnRfU54AaABAg.9mA4iJneZVu9mlMeaxd6qu,2023-03-02T17:17:44Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
113,,rHux0gMZ3Eg,UgyMV9wtTnNEA53Kscl4AaABAg.9m4j35egQMU9mlMh696QPJ,2023-03-02T17:18:04Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
114,,rHux0gMZ3Eg,UgyMV9wtTnNEA53Kscl4AaABAg.9m4j35egQMU9mMKpzYW5SW,2023-02-20T14:41:33Z,Fayis Majeed,Yes same problem? Did you get it,neutral
115,,rHux0gMZ3Eg,UgwKAoZttQGMlC5oF354AaABAg,2023-02-12T14:21:39Z,Hugo Montana,Absolute waste of time,neutral
116,,rHux0gMZ3Eg,UgxYr4YVu9FaC4RuFPt4AaABAg.9m0wAQuWOQd9mlMlLOCrBh,2023-03-02T17:18:39Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
117,,rHux0gMZ3Eg,UgwcHe0V1t9mY7uZJYh4AaABAg.9m-nQwgEJae9mlMnLwq8lv,2023-03-02T17:18:55Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
118,,rHux0gMZ3Eg,Ugx84SiziTmjswUuGCt4AaABAg.9m-LbbPRumg9mlMpYOiZSa,2023-03-02T17:19:13Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
119,,rHux0gMZ3Eg,Ugy1gwsFRC7VcxWP0hN4AaABAg,2023-02-11T15:39:51Z,Dama Luke,"Hi Mosh, I wanna know why can't I create the .vscode folder after selected the interpreter?",neutral
120,,rHux0gMZ3Eg,UgyfbbbPvCddgXMFtiZ4AaABAg.9m--53fgEQY9mlMrv4jrcL,2023-03-02T17:19:33Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
121,,rHux0gMZ3Eg,UgwXTEwre125zcbhLYl4AaABAg.9lzIHSgOFla9mlMug2HGYS,2023-03-02T17:19:55Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
122,,rHux0gMZ3Eg,Ugzni_L67kLfKxbRfkx4AaABAg.9lwqqqZ0p559mlMyA2TiEu,2023-03-02T17:20:24Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
123,,rHux0gMZ3Eg,Ugz1vDQHsXIiAKKg36V4AaABAg.9luQSylAS7c9mlN-U5UibV,2023-03-02T17:20:43Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
124,,rHux0gMZ3Eg,UgxDn4EsTtEUm2uJ9yt4AaABAg.9ltAr45GM9j9mlN1M74hdZ,2023-03-02T17:20:58Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
125,,rHux0gMZ3Eg,UgwFIoq7YNPgb4oAzpJ4AaABAg.9lt28HnD4989mlN2rfg1_m,2023-03-02T17:21:11Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
126,,rHux0gMZ3Eg,UgwvRdcjLxyzFznWmiJ4AaABAg,2023-02-08T17:13:44Z,Rajeshwar Choudhary,following all the steps however the .vscode at 20.19 is not showing up. what i may be doing wrong?,negative
127,,rHux0gMZ3Eg,UgzYH21S3JBWHfn5r-F4AaABAg.9ls5kw8mwVc9mlN41vYMPB,2023-03-02T17:21:20Z,Teleqram me @moshsupport,Teleqram me.👆⬆️..,neutral
128,,rHux0gMZ3Eg,UgyaKVRuE2Re-6aRGyh4AaABAg,2023-02-07T21:06:41Z,Inner Threat Circus,"pipenv is never creating a bin directory after executing the install django and there's no error. it creates a bunch of other files and directories. I resinstalled pipenv, python, vscode all entirely, can't get through this. :(",negative
129,,rHux0gMZ3Eg,UgxfFfJ1lRKJzKnZ4O14AaABAg,2023-02-07T14:33:14Z,Relaxing Music,"cant follow your instructions, you just saying stuff we have to do, but dont show how where ...",neutral
